ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
4434	29	2	1	0.000000	3.241379	3.241379	0.000000	0.000000	0	4	0
4435	426	2	0	0.000000	6.335681	5.542254	0.000000	0.000000	0	26	0
4436	273	2	2	0.000000	5.633700	4.893773	0.000000	0.000000	0	15	0
4437	31	1	1	0.000000	4.161290	4.161290	0.000000	0.000000	0	3	0
4438	12	2	1	0.000000	21.250000	16.416667	0.000000	0.000000	0	12	0
4439	14	1	1	0.000000	20.928571	17.071429	0.000000	0.000000	0	17	0
4440	8	2	2	0.000000	33.125000	31.625000	0.000000	0.000000	0	23	0
4441	8	2	1	0.000000	31.375000	31.375000	0.000000	0.000000	0	20	0
4442	1	1	1	0.000000	29.000000	29.000000	0.000000	0.000000	0	17	0
4443	12	1	2	0.000000	29.250000	27.333333	0.000000	0.000000	0	18	0
4444	419	0	0	0.000000	7.269690	6.677804	0.000000	0.000000	0	32	0
4445	892	2	0	0.000000	6.672646	5.431614	0.000000	0.000000	0	60	0
4446	31	0	0	0.000000	9.129032	9.129032	0.000000	0.000000	0	5	0
4447	1501	2	1	0.000000	5.526982	4.514990	0.000000	0.000000	0	75	0
4448	41	1	1	0.000000	6.170732	4.804878	0.000000	0.000000	0	5	0
4449	631	2	0	0.000000	4.965135	4.670365	0.000000	0.000000	0	33	0
4450	31	0	0	0.000000	7.064516	7.064516	0.000000	0.000000	0	6	0
4451	503	0	0	0.000000	5.339960	4.807157	0.000000	0.000000	0	28	0
4452	3627	1	2	0.000000	5.773642	5.113593	0.000000	0.000000	0	184	0
4453	1654	2	2	0.000000	5.621524	4.763603	0.000000	0.000000	0	90	0
4454	4	2	1	0.000000	6.500000	5.500000	0.000000	0.000000	0	6	0
4455	17	2	1	0.000000	6.000000	5.588235	0.000000	0.000000	0	6	0
4456	10	1	1	0.000000	5.400000	5.400000	0.000000	0.000000	0	6	0
4457	4	1	2	0.000000	7.000000	7.000000	0.000000	0.000000	0	6	0
4458	17	1	2	0.000000	8.941176	8.941176	0.000000	0.000000	0	7	0
4459	592	0	2	0.000000	5.667230	5.060811	0.000000	0.000000	0	30	0
4460	906	2	2	0.000000	6.066225	5.077263	0.000000	0.000000	0	53	0
4461	31	0	0	0.000000	8.193548	8.193548	0.000000	0.000000	0	4	0
4462	83	2	1	0.000000	8.120482	7.746988	0.000000	0.000000	0	7	0
4463	2	2	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	4	0
4464	29	1	1	0.000000	4.551724	4.551724	0.000000	0.000000	0	7	0
4465	17	1	1	0.000000	6.411765	6.411765	0.000000	0.000000	0	4	0
4466	4	1	2	0.000000	8.000000	8.000000	0.000000	0.000000	0	3	0
4467	3	2	2	0.000000	10.000000	10.000000	0.000000	0.000000	0	4	0
4468	7	1	1	0.000000	8.857143	8.857143	0.000000	0.000000	0	4	0
4469	24	1	2	0.000000	7.416667	6.625000	0.000000	0.000000	0	3	0
4470	31	1	1	0.000000	1.612903	1.612903	0.000000	0.000000	0	2	0
4471	15	2	1	0.000000	7.600000	7.600000	0.000000	0.000000	0	5	0
4472	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4473	16	1	2	0.000000	7.187500	4.375000	0.000000	0.000000	0	7	0
4474	238	1	1	0.000000	5.420168	4.899160	0.000000	0.000000	0	20	0
4475	54	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4476	325	2	2	0.000000	4.341538	3.633846	0.000000	0.000000	0	18	0
4477	2673	2	0	0.000000	6.185559	5.315002	0.000000	0.000000	0	141	0
4478	14	2	1	0.000000	9.428571	9.428571	0.000000	0.000000	0	5	0
4479	17	1	1	0.000000	9.117647	9.117647	0.000000	0.000000	0	6	0
4480	9	1	2	0.000000	8.444444	8.000000	0.000000	0.000000	0	5	0
4481	5	1	2	0.000000	8.600000	7.600000	0.000000	0.000000	0	5	0
4482	1464	0	2	0.000000	4.624317	4.094262	0.000000	0.000000	0	58	0
4483	373	0	0	0.000000	5.134048	4.621984	0.000000	0.000000	0	19	0
4484	8	0	0	0.000000	13.750000	13.375000	0.000000	0.000000	0	11	0
4485	108	2	2	0.000000	5.583333	5.444444	0.000000	0.000000	0	7	0
4486	8	2	1	0.000000	7.875000	7.875000	0.000000	0.000000	0	5	0
4487	6	2	1	0.000000	6.500000	6.500000	0.000000	0.000000	0	4	0
4488	4	2	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	4	0
4489	13	1	1	0.000000	4.153846	4.153846	0.000000	0.000000	0	6	0
4490	10	1	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	5	0
4491	4	1	2	0.000000	5.500000	5.500000	0.000000	0.000000	0	6	0
4492	607	2	0	0.000000	4.090610	3.792422	0.000000	0.000000	0	25	0
4493	3256	2	1	0.000000	6.589681	5.512592	0.000000	0.000000	0	191	0
4494	9	2	1	0.000000	4.222222	4.222222	0.000000	0.000000	0	4	0
4495	4	2	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	3	0
4496	18	1	1	0.000000	4.388889	4.388889	0.000000	0.000000	0	2	0
4497	4	1	2	0.000000	5.250000	5.250000	0.000000	0.000000	0	3	0
4498	233	2	2	0.000000	3.793991	3.527897	0.000000	0.000000	0	10	0
4499	1061	2	1	0.000000	5.113101	4.518379	0.000000	0.000000	0	55	0
4500	2342	2	2	0.000000	6.368488	5.543553	0.000000	0.000000	0	128	0
4501	103	2	2	0.000000	6.572816	6.271845	0.000000	0.000000	0	8	0
4502	621	2	0	0.000000	4.574879	3.869565	0.000000	0.000000	0	29	0
4503	42	1	1	0.000000	5.261905	4.214286	0.000000	0.000000	0	6	0
4504	281	2	0	0.000000	4.387900	3.725979	0.000000	0.000000	0	12	0
4505	13	2	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	4	0
4506	16	2	1	0.000000	5.687500	5.687500	0.000000	0.000000	0	5	0
4507	2	1	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	4	0
4508	13	1	2	0.000000	2.846154	2.846154	0.000000	0.000000	0	4	0
4509	16	1	2	0.000000	3.437500	3.437500	0.000000	0.000000	0	2	0
4510	1593	2	2	0.000000	5.504708	4.645951	0.000000	0.000000	0	77	0
4511	2083	0	1	0.000000	5.213154	4.412866	0.000000	0.000000	0	94	0
4512	30	2	2	0.000000	4.533333	3.866667	0.000000	0.000000	0	4	0
4513	43	1	1	0.000000	5.348837	4.418605	0.000000	0.000000	0	5	0
4514	31	1	1	0.000000	12.483871	11.387097	0.000000	0.000000	0	11	0
4515	25	2	2	0.000000	8.800000	8.800000	0.000000	0.000000	0	9	0
4516	31	1	1	0.000000	5.645161	4.903226	0.000000	0.000000	0	3	0
4517	562	2	0	0.000000	4.754448	4.019573	0.000000	0.000000	0	28	0
4518	31	1	1	0.000000	6.548387	6.064516	0.000000	0.000000	0	5	0
4519	642	2	2	0.000000	4.870717	4.147975	0.000000	0.000000	0	28	0
4520	1	2	1	0.000000	76.000000	71.000000	0.000000	0.000000	0	42	0
4521	3212	0	2	0.000000	5.914072	5.131071	0.000000	0.000000	0	153	0
4522	31	1	1	0.000000	7.290323	6.161290	0.000000	0.000000	0	5	0
4523	2291	0	2	0.000000	5.647316	5.003928	0.000000	0.000000	0	114	0
4524	10	1	3	0.000000	19.500000	17.700000	0.000000	0.000000	0	12	0
4525	5	2	2	0.000000	20.800000	15.000000	0.000000	0.000000	0	14	0
4526	4	1	1	0.000000	15.000000	10.250000	0.000000	0.000000	0	10	0
4527	3	2	2	0.000000	16.666667	11.666667	0.000000	0.000000	0	9	0
4528	2684	2	0	0.000000	5.264531	4.606557	0.000000	0.000000	0	120	0
4529	122	2	2	0.000000	6.942623	6.688525	0.000000	0.000000	0	10	0
4530	49	1	1	0.000000	4.489796	4.489796	0.000000	0.000000	0	6	0
4531	31	1	1	0.000000	8.161290	8.161290	0.000000	0.000000	0	9	0
4532	1263	1	0	0.000000	5.253365	4.362629	0.000000	0.000000	0	60	0
4533	392	2	0	0.000000	5.081633	4.765306	0.000000	0.000000	0	15	0
4534	32	1	1	0.000000	9.125000	9.125000	0.000000	0.000000	0	7	0
4535	379	2	0	0.000000	5.430079	4.775726	0.000000	0.000000	0	24	0
4536	10	2	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	5	0
4537	23	1	1	0.000000	3.217391	3.217391	0.000000	0.000000	0	4	0
4538	27	1	1	0.000000	1.148148	1.148148	0.000000	0.000000	0	2	0
4539	4	1	2	0.000000	1.750000	1.750000	0.000000	0.000000	0	2	0
4540	25	2	2	0.000000	3.480000	3.480000	0.000000	0.000000	0	2	0
4541	31	1	1	0.000000	3.096774	3.096774	0.000000	0.000000	0	2	0
4542	146	0	0	0.000000	4.184932	4.184932	0.000000	0.000000	0	9	0
4543	2539	1	0	0.000000	6.128003	5.345805	0.000000	0.000000	0	134	0
4544	318	2	0	0.000000	5.201258	4.374214	0.000000	0.000000	0	18	0
4545	3502	1	1	0.000000	5.217304	4.523701	0.000000	0.000000	0	160	0
4546	412	0	2	0.000000	7.063107	5.990291	0.000000	0.000000	0	22	0
4547	1617	1	2	0.000000	5.315399	4.392084	0.000000	0.000000	0	78	0
4548	3334	1	2	0.000000	5.478404	4.633773	0.000000	0.000000	0	153	0
4549	4279	0	0	0.000000	6.578640	5.668848	0.000000	0.000000	0	247	0
4550	34	0	0	0.000000	8.794118	8.117647	0.000000	0.000000	0	12	0
4551	3241	0	2	0.000000	5.077137	4.291885	0.000000	0.000000	0	133	0
4552	726	0	0	0.000000	6.541322	5.659780	0.000000	0.000000	0	43	0
4553	1060	2	2	0.000000	5.306604	4.253774	0.000000	0.000000	0	47	0
4554	31	1	1	0.000000	3.451613	3.032258	0.000000	0.000000	0	2	0
4555	6294	0	2	0.000000	5.244360	4.451382	0.000000	0.000000	0	282	0
4556	10	2	1	0.000000	5.900000	5.900000	0.000000	0.000000	0	4	0
4557	21	1	1	0.000000	5.761905	5.761905	0.000000	0.000000	0	4	0
4558	10	1	2	0.000000	6.300000	6.300000	0.000000	0.000000	0	4	0
4559	2453	2	0	0.000000	6.034244	5.279250	0.000000	0.000000	0	133	0
4560	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4561	593	2	0	0.000000	6.129848	5.121417	0.000000	0.000000	0	36	0
4562	18	2	1	0.000000	9.277778	9.277778	0.000000	0.000000	0	5	0
4563	13	1	1	0.000000	8.923077	8.923077	0.000000	0.000000	0	6	0
4564	18	1	2	0.000000	10.166667	9.555556	0.000000	0.000000	0	8	0
4565	26	2	1	0.000000	4.884615	4.538462	0.000000	0.000000	0	3	0
4566	2	2	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	2	0
4567	5	2	1	0.000000	7.400000	7.400000	0.000000	0.000000	0	3	0
4568	4	2	1	0.000000	7.750000	7.750000	0.000000	0.000000	0	2	0
4569	1	2	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	2	0
4570	6	1	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	2	0
4571	13	1	2	0.000000	6.615385	6.615385	0.000000	0.000000	0	4	0
4572	31	1	1	0.000000	4.451613	4.451613	0.000000	0.000000	0	3	0
4573	130	2	1	0.000000	4.630769	4.392308	0.000000	0.000000	0	11	0
4574	15	1	1	0.000000	3.866667	3.866667	0.000000	0.000000	0	4	0
4575	1	2	2	0.000000	9.000000	8.000000	0.000000	0.000000	0	4	0
4576	5	2	1	0.000000	7.800000	6.800000	0.000000	0.000000	0	3	0
4577	10	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	3	0
4578	107	2	2	0.000000	49.560748	30.214953	0.000000	0.000000	0	72	0
4579	31	0	0	0.000000	7.193548	3.032258	0.000000	0.000000	0	4	0
4580	765	0	2	0.000000	7.112418	6.410458	0.000000	0.000000	0	39	0
4581	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4582	1187	2	2	0.000000	5.689132	4.951980	0.000000	0.000000	0	63	0
4583	15	2	1	0.000000	3.200000	3.200000	0.000000	0.000000	0	3	0
4584	16	1	1	0.000000	4.687500	4.687500	0.000000	0.000000	0	4	0
4585	24	1	2	0.000000	8.375000	8.375000	0.000000	0.000000	0	7	0
4586	83	1	0	0.000000	1.024096	1.024096	0.000000	0.000000	0	2	0
4587	11	0	0	0.000000	8.454545	6.909091	0.000000	0.000000	0	6	0
4588	748	2	2	0.000000	6.926471	5.819519	0.000000	0.000000	0	50	0
4589	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4590	7	1	2	0.000000	12.857143	12.857143	0.000000	0.000000	0	10	0
4591	9	2	2	0.000000	11.000000	11.000000	0.000000	0.000000	0	8	0
4592	388	2	2	0.000000	30.077320	24.860825	0.000000	0.000000	0	110	0
4593	552	2	2	0.000000	5.097826	4.347826	0.000000	0.000000	0	24	0
4594	115	0	2	0.000000	2.269565	2.269565	0.000000	0.000000	0	7	0
4595	726	2	2	0.000000	5.163912	4.252066	0.000000	0.000000	0	36	0
4596	834	2	2	0.000000	7.443645	6.351319	0.000000	0.000000	0	57	0
4597	31	0	0	0.000000	7.806452	7.806452	0.000000	0.000000	0	8	0
4598	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4599	2	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	2	0
4600	24	2	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	2	0
4601	4	2	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	3	0
4602	185	0	0	0.000000	5.929730	5.594595	0.000000	0.000000	0	10	0
4603	192	2	0	0.000000	8.546875	7.901042	0.000000	0.000000	0	14	0
4604	11	2	1	0.000000	8.454545	8.454545	0.000000	0.000000	0	3	0
4605	38	1	1	0.000000	6.289474	4.526316	0.000000	0.000000	0	4	0
4606	3	2	1	0.000000	12.333333	12.333333	0.000000	0.000000	0	5	0
4607	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4608	11	2	1	0.000000	9.909091	8.272727	0.000000	0.000000	0	4	0
4609	5	2	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	4	0
4610	15	1	1	0.000000	8.933333	8.933333	0.000000	0.000000	0	6	0
4611	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4612	428	2	2	0.000000	5.843458	4.633178	0.000000	0.000000	0	27	0
4613	17	2	2	0.000000	10.117647	6.000000	0.000000	0.000000	0	4	0
4614	50	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4615	62	0	1	0.000000	1.580645	1.564516	0.000000	0.000000	0	3	0
4616	358	1	0	0.000000	5.927374	5.148045	0.000000	0.000000	0	17	0
4617	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4618	4130	2	0	0.000000	5.716949	4.965375	0.000000	0.000000	0	214	0
4619	256	0	0	0.000000	4.042969	3.679688	0.000000	0.000000	0	12	0
4620	10	1	2	0.000000	26.400000	22.300000	0.000000	0.000000	0	17	0
4621	550	2	2	0.000000	5.190909	4.529091	0.000000	0.000000	0	31	0
4622	508	2	2	0.000000	4.474409	3.929134	0.000000	0.000000	0	18	0
4623	307	2	0	0.000000	6.403909	5.964169	0.000000	0.000000	0	20	0
4624	46	1	1	0.000000	4.217391	3.282609	0.000000	0.000000	0	6	0
4625	23	2	1	0.000000	11.260870	10.130435	0.000000	0.000000	0	9	0
4626	11	1	2	0.000000	14.272727	12.909091	0.000000	0.000000	0	8	0
4627	1	1	2	0.000000	32.000000	32.000000	0.000000	0.000000	0	18	0
4628	3	1	2	0.000000	31.666667	31.666667	0.000000	0.000000	0	19	0
4629	4	2	2	0.000000	30.750000	30.750000	0.000000	0.000000	0	19	0
4630	2	1	1	0.000000	28.000000	28.000000	0.000000	0.000000	0	17	0
4631	10	2	2	0.000000	27.800000	26.200000	0.000000	0.000000	0	19	0
4632	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4633	2237	2	0	0.000000	5.603487	4.930264	0.000000	0.000000	0	109	0
4634	565	2	0	0.000000	4.536283	3.863717	0.000000	0.000000	0	25	0
4635	42	0	0	0.000000	5.000000	4.785714	0.000000	0.000000	0	3	0
4636	27	1	1	0.000000	13.777778	8.740741	0.000000	0.000000	0	9	0
4637	30	2	2	0.000000	5.533333	5.533333	0.000000	0.000000	0	7	0
4638	31	1	1	0.000000	5.064516	5.064516	0.000000	0.000000	0	3	0
4639	420	0	0	0.000000	5.483333	4.600000	0.000000	0.000000	0	21	0
4640	31	1	1	0.000000	2.354839	2.354839	0.000000	0.000000	0	2	0
4641	99	0	0	0.000000	4.131313	3.818182	0.000000	0.000000	0	5	0
4642	4439	2	2	0.000000	5.964857	5.169633	0.000000	0.000000	0	225	0
4643	2905	2	2	0.000000	5.395869	4.685370	0.000000	0.000000	0	141	0
4644	1155	0	2	0.000000	6.807792	6.082251	0.000000	0.000000	0	71	0
4645	3715	2	2	0.000000	6.601077	5.579542	0.000000	0.000000	0	217	0
4646	159	2	0	0.000000	4.811321	3.880503	0.000000	0.000000	0	8	0
4647	16	2	1	0.000000	6.000000	5.562500	0.000000	0.000000	0	4	0
4648	13	1	1	0.000000	4.769231	4.769231	0.000000	0.000000	0	4	0
4649	17	2	2	0.000000	5.117647	5.117647	0.000000	0.000000	0	5	0
4650	968	2	2	0.000000	7.171488	6.162190	0.000000	0.000000	0	69	0
4651	69	2	0	0.000000	1.478261	1.478261	0.000000	0.000000	0	6	0
4652	31	1	1	0.000000	8.225806	8.225806	0.000000	0.000000	0	8	0
4653	1981	0	1	0.000000	6.443715	5.717819	0.000000	0.000000	0	113	0
4654	1308	1	2	0.000000	7.127676	6.197248	0.000000	0.000000	0	77	0
4655	16	2	1	0.000000	9.562500	9.000000	0.000000	0.000000	0	7	0
4656	11	2	1	0.000000	10.363636	10.363636	0.000000	0.000000	0	6	0
4657	31	0	0	0.000000	9.064516	8.870968	0.000000	0.000000	0	4	0
4658	21	1	1	0.000000	4.285714	3.666667	0.000000	0.000000	0	7	0
4659	2553	0	2	0.000000	5.631806	4.902468	0.000000	0.000000	0	120	0
4660	7	1	1	0.000000	42.142857	31.428571	0.000000	0.000000	0	20	0
4661	16	2	1	0.000000	6.812500	6.812500	0.000000	0.000000	0	4	0
4662	2	1	1	0.000000	6.500000	6.500000	0.000000	0.000000	0	5	0
4663	13	1	2	0.000000	7.615385	7.615385	0.000000	0.000000	0	6	0
4664	192	0	2	0.000000	8.015625	6.484375	0.000000	0.000000	0	15	0
4665	6	1	1	0.000000	10.333333	10.333333	0.000000	0.000000	0	8	0
4666	28	1	1	0.000000	10.392857	10.357143	0.000000	0.000000	0	7	0
4667	3	1	2	0.000000	11.000000	10.000000	0.000000	0.000000	0	4	0
4668	881	2	2	0.000000	5.022701	4.480136	0.000000	0.000000	0	38	0
4669	31	0	0	0.000000	8.709677	8.709677	0.000000	0.000000	0	7	0
4670	12	1	1	0.000000	16.083333	10.166667	0.000000	0.000000	0	8	0
4671	144	0	2	0.000000	5.638889	5.638889	0.000000	0.000000	0	6	0
4672	1490	1	2	0.000000	5.296644	4.587248	0.000000	0.000000	0	72	0
4673	31	0	0	0.000000	6.193548	6.193548	0.000000	0.000000	0	7	0
4674	1500	2	2	0.000000	4.954000	4.372000	0.000000	0.000000	0	68	0
4675	57	1	1	0.000000	2.789474	2.719298	0.000000	0.000000	0	5	0
4676	13	1	2	0.000000	5.846154	5.846154	0.000000	0.000000	0	6	0
4677	7	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	2	0
4678	31	1	1	0.000000	3.935484	3.935484	0.000000	0.000000	0	2	0
4679	1591	2	1	0.000000	5.773099	4.891263	0.000000	0.000000	0	78	0
4680	590	0	2	0.000000	4.010169	3.327119	0.000000	0.000000	0	21	0
4681	280	2	2	0.000000	6.421429	5.714286	0.000000	0.000000	0	13	0
4682	31	1	1	0.000000	5.548387	5.548387	0.000000	0.000000	0	2	0
4683	618	2	2	0.000000	5.640777	5.152104	0.000000	0.000000	0	29	0
4684	31	1	1	0.000000	4.709677	4.709677	0.000000	0.000000	0	4	0
4685	672	2	0	0.000000	6.144345	5.497024	0.000000	0.000000	0	40	0
4686	1264	0	2	0.000000	5.589399	4.986551	0.000000	0.000000	0	66	0
4687	51	1	1	0.000000	3.176471	2.941176	0.000000	0.000000	0	4	0
4688	169	2	2	0.000000	5.852071	5.112426	0.000000	0.000000	0	16	0
4689	26	1	2	0.000000	7.538462	7.538462	0.000000	0.000000	0	5	0
4690	1218	0	2	0.000000	4.384236	3.688013	0.000000	0.000000	0	44	0
4691	2601	2	1	0.000000	5.720108	4.895040	0.000000	0.000000	0	129	0
4692	45	1	1	0.000000	1.044444	1.044444	0.000000	0.000000	0	1	0
4693	8	2	1	0.000000	5.750000	5.750000	0.000000	0.000000	0	3	0
4694	23	1	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	2	0
4695	5	2	2	0.000000	5.400000	5.400000	0.000000	0.000000	0	2	0
4696	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
4697	1191	2	2	0.000000	6.544081	5.619647	0.000000	0.000000	0	72	0
4698	135	2	0	0.000000	5.222222	4.659259	0.000000	0.000000	0	11	0
4699	13	2	1	0.000000	8.615385	8.615385	0.000000	0.000000	0	8	0
4700	18	1	1	0.000000	6.833333	6.833333	0.000000	0.000000	0	6	0
4701	1	2	1	0.000000	52.000000	41.000000	0.000000	0.000000	0	22	0
4702	86	2	1	0.000000	18.918605	15.511628	0.000000	0.000000	0	25	0
4703	530	0	1	0.000000	5.798113	5.373585	0.000000	0.000000	0	23	0
4704	14	2	1	0.000000	10.714286	5.285714	0.000000	0.000000	0	9	0
4705	15	2	1	0.000000	6.666667	5.666667	0.000000	0.000000	0	4	0
4706	9	2	1	0.000000	41.777778	37.333333	0.000000	0.000000	0	27	0
4707	1	1	1	0.000000	47.000000	42.000000	0.000000	0.000000	0	26	0
4708	2	2	2	0.000000	48.500000	23.000000	0.000000	0.000000	0	29	0
4709	6	1	1	0.000000	4.666667	4.666667	0.000000	0.000000	0	2	0
4710	25	1	2	0.000000	4.720000	4.280000	0.000000	0.000000	0	5	0
4711	117	2	2	0.000000	4.743590	3.829060	0.000000	0.000000	0	8	0
4712	175	0	0	0.000000	5.137143	4.782857	0.000000	0.000000	0	9	0
4713	31	1	1	0.000000	1.580645	1.580645	0.000000	0.000000	0	2	0
4714	13	2	4	0.000000	22.538462	17.846154	0.000000	0.000000	0	14	0
4715	4	2	1	0.000000	18.000000	16.750000	0.000000	0.000000	0	8	0
4716	1	2	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	4	0
4717	31	0	0	0.000000	8.161290	8.161290	0.000000	0.000000	0	7	0
4718	829	2	1	0.000000	5.560917	4.761158	0.000000	0.000000	0	41	0
4719	50	2	2	0.000000	6.100000	6.100000	0.000000	0.000000	0	11	0
4720	31	1	1	0.000000	10.516129	10.419355	0.000000	0.000000	0	10	0
4721	2	1	2	0.000000	8.000000	8.000000	0.000000	0.000000	0	4	0
4722	6	2	3	0.000000	16.000000	11.666667	0.000000	0.000000	0	7	0
4723	1	2	1	0.000000	15.000000	11.000000	0.000000	0.000000	0	6	0
4724	31	1	1	0.000000	5.580645	5.580645	0.000000	0.000000	0	7	0
4725	4	2	2	0.000000	23.750000	21.500000	0.000000	0.000000	0	16	0
4726	2347	2	1	0.000000	6.092458	5.314444	0.000000	0.000000	0	129	0
4727	342	0	2	0.000000	3.210526	2.801170	0.000000	0.000000	0	17	0
4728	115	2	2	0.000000	6.773913	5.965217	0.000000	0.000000	0	7	0
4729	15	2	1	0.000000	9.800000	9.066667	0.000000	0.000000	0	6	0
4730	1984	0	0	0.000000	4.858367	4.101310	0.000000	0.000000	0	86	0
4731	375	2	3	0.000000	4.272000	3.402667	0.000000	0.000000	0	19	0
4732	5	2	0	0.000000	7.000000	7.000000	0.000000	0.000000	0	5	0
4733	26	1	1	0.000000	5.769231	4.153846	0.000000	0.000000	0	5	0
4734	2092	2	2	0.000000	5.446463	4.923040	0.000000	0.000000	0	103	0
4735	5	2	0	0.000000	11.600000	11.600000	0.000000	0.000000	0	4	0
4736	26	1	1	0.000000	8.807692	8.807692	0.000000	0.000000	0	5	0
4737	5	0	2	0.000000	9.800000	9.000000	0.000000	0.000000	0	5	0
4738	1096	2	1	0.000000	4.946168	4.169708	0.000000	0.000000	0	47	0
4739	31	1	1	0.000000	6.774194	6.774194	0.000000	0.000000	0	6	0
4740	10	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	3	0
4741	340	2	2	0.000000	8.538235	7.773529	0.000000	0.000000	0	30	0
4742	31	0	0	0.000000	9.354839	8.612903	0.000000	0.000000	0	9	0
4743	726	0	2	0.000000	5.305785	4.404959	0.000000	0.000000	0	38	0
4744	108	0	1	0.000000	5.055556	4.768519	0.000000	0.000000	0	6	0
4745	24	2	1	0.000000	7.333333	7.333333	0.000000	0.000000	0	10	0
4746	1110	2	0	0.000000	5.636937	5.026126	0.000000	0.000000	0	61	0
4747	467	2	0	0.000000	4.755889	4.319058	0.000000	0.000000	0	25	0
4748	36	1	1	0.000000	4.972222	4.972222	0.000000	0.000000	0	8	0
4749	508	1	2	0.000000	5.147638	4.958661	0.000000	0.000000	0	29	0
4750	4	2	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	5	0
4751	2	2	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	5	0
4752	25	1	1	0.000000	4.120000	4.120000	0.000000	0.000000	0	5	0
4753	4	1	2	0.000000	4.250000	4.250000	0.000000	0.000000	0	2	0
4754	79	1	1	0.000000	6.455696	6.063291	0.000000	0.000000	0	6	0
4755	288	2	2	0.000000	7.024306	5.277778	0.000000	0.000000	0	19	0
4756	149	2	0	0.000000	7.825503	7.033557	0.000000	0.000000	0	11	0
4757	5	2	1	0.000000	13.800000	12.200000	0.000000	0.000000	0	5	0
4758	11	2	1	0.000000	11.454545	11.454545	0.000000	0.000000	0	5	0
4759	21	2	2	0.000000	30.047619	19.809524	0.000000	0.000000	0	17	0
4760	36	1	1	0.000000	3.472222	3.472222	0.000000	0.000000	0	5	0
4761	28	2	1	0.000000	5.250000	5.250000	0.000000	0.000000	0	1	0
4762	3	1	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	1	0
4763	20	1	2	0.000000	4.500000	4.500000	0.000000	0.000000	0	2	0
4764	8	1	2	0.000000	4.875000	4.875000	0.000000	0.000000	0	2	0
4765	344	0	2	0.000000	2.866279	2.325581	0.000000	0.000000	0	11	0
4766	3912	2	2	0.000000	6.026074	5.187117	0.000000	0.000000	0	199	0
4767	35	1	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	4	0
4768	2	1	2	0.000000	14.000000	14.000000	0.000000	0.000000	0	10	0
4769	1	2	1	0.000000	47.000000	8.000000	0.000000	0.000000	0	26	0
4770	37	3	1	0.000000	6.459459	5.729730	0.000000	0.000000	0	7	0
4771	5	2	2	0.000000	9.800000	9.800000	0.000000	0.000000	0	6	0
4772	8	2	1	0.000000	10.375000	10.375000	0.000000	0.000000	0	9	0
4773	5	1	1	0.000000	8.200000	8.200000	0.000000	0.000000	0	7	0
4774	21	1	2	0.000000	7.333333	6.619048	0.000000	0.000000	0	7	0
4775	5	1	2	0.000000	8.200000	7.200000	0.000000	0.000000	0	3	0
4776	24	2	1	0.000000	20.708333	19.500000	0.000000	0.000000	0	7	0
4777	445	2	2	0.000000	15.319101	12.622472	0.000000	0.000000	0	62	0
4778	65	0	2	0.000000	7.292308	6.384615	0.000000	0.000000	0	6	0
4779	26	2	1	0.000000	8.346154	8.346154	0.000000	0.000000	0	9	0
4780	2	1	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	4	0
